feature,frequencyInTop202
hsa-miR-19a,6.3
hsa-miR-34a,6.3
hsa-miR-454*,6.3
hsa-miR-548b-5p,6.3
hsa-miR-922,6.3
hsa-miR-23a,6.2
hsa-miR-10a,6.2
hsa-miR-181b,6.2
hsa-miR-451,6.2
hsa-miR-93*,6.1
hsa-miR-205,6.1
hsa-miR-324-3p,6.1
hsa-miR-618,6.1
hsa-miR-106b,6.0
hsa-miR-1288,6.0
hsa-miR-133a,6.0
hsa-miR-16-2*,6.0
hsa-miR-21,6.0
hsa-miR-339-5p,6.0
hsa-miR-708,6.0
hsa-miR-486-5p,6.0
hsa-miR-668,5.9
hsa-miR-15b,5.9
hsa-miR-17,5.9
hsa-miR-140-3p,5.9
hsa-miR-146b-3p,5.9
hsa-miR-146b-5p,5.9
hsa-miR-25,5.9
hsa-miR-26b,5.9
hsa-miR-301a,5.9
hsa-miR-409-3p,5.9
hsa-miR-411,5.9
hsa-miR-744*,5.9
hsa-miR-320a,5.8
hsa-miR-942,5.8
hsa-miR-122*,5.8
hsa-miR-16,5.8
hsa-miR-202,5.8
hsa-miR-29b,5.8
hsa-miR-92b,5.8
hsa-miR-22,5.7
hsa-miR-320c,5.7
hsa-miR-146a,5.7
hsa-miR-151-5p,5.7
hsa-miR-182,5.7
hsa-miR-183,5.7
hsa-miR-19b,5.7
hsa-miR-502-5p,5.7
hsa-miR-566,5.6
hsa-miR-215,5.6
hsa-miR-425,5.6
hsa-miR-516b,5.6
hsa-miR-484,5.6
hsa-miR-656,5.6
hsa-miR-1245,5.5
hsa-miR-1268,5.5
hsa-miR-15b*,5.5
hsa-miR-200b,5.5
hsa-miR-212,5.5
